_sunny,177,"_sunny,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
MAK,178,"MAK,Homework,0,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
thphong,179,"thphong,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
NikitaD,180,"NikitaD,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Oryshych,181,"Oryshych,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
ArchMaG,182,"ArchMaG,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Bugman,183,"Bugman,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,greedy
"
siuvit,184,"siuvit,Homework,0,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
sillyboy,185,"sillyboy,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
NovaBlast,186,"NovaBlast,Homework,1,A,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,greedy
"
ilya.korovin,187,"ilya.korovin,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
ksjuchi,188,"ksjuchi,Homework,1,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Seikang,189,"Seikang,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
iensen,190,"iensen,Homework,0,A,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,greedy
"
tkcn,191,"tkcn,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
reiracofage,192,"reiracofage,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
undef,193,"undef,Homework,1,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
ankit1990,194,"ankit1990,Homework,1,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Snich,195,"Snich,Homework,0,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,greedy
"
a70babat,196,"a70babat,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
GagGuy,197,"GagGuy,Buses,0,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,""binary search,data structures,dp""
"
kdalex,198,"kdalex,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
riversouther,199,"riversouther,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
NotFat,200,"NotFat,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
RaceBug,201,"RaceBug,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
lgarcia,202,"lgarcia,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
edward_mj,203,"edward_mj,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
m7nika,204,"m7nika,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Gassa,205,"Gassa,Homework,0,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
botay,206,"botay,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
mcsharma1990,207,"mcsharma1990,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
redox,208,"redox,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
LinKin,209,"LinKin,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
shadow_codeforces,210,"shadow_codeforces,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
andreyv,211,"andreyv,Homework,1,A,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,greedy
"
Rasifiel,212,"Rasifiel,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
igor_kz,213,"igor_kz,Homework,0,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,greedy
"
SkorKNURE,214,"SkorKNURE,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
victor.juquila,215,"victor.juquila,Homework,0,A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Oleg805,216,"Oleg805,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
